Price
62990.0
37790.0
76640.0
41990.0
73490.0
49340.0
115490.0
31490.0
24140.0
73490.0
53540.0
43040.0
33590.0
37790.0
16790.0
25190.0
68240.0
3460.0
31490.0
32540.0
36740.0
31490.0
104990.0
24140.0
16790.0
31490.0
47240.0
76640.0
68240.0
28340.0
61920.0
14690.0
53540.0
24140.0
32540.0
72440.0
83990.0
17840.0
47240.0
10490.0
29390.0
43040.0
9440.0
8390.0
89240.0
28340.0
83990.0
7340.0
